train losses      0:	1.384	0.5627	0.5849	0.5772	0.3369	0.3434	0.7045	0.7445	0.4638	0.4795	1.556	1.575	1.452	1.446	

val losses        0:	0.7284	0.6061	0.5649	0.5759	0.3337	0.3657	0.6879	0.748	0.4393	0.4982	1.61	1.639	1.611	1.557	 | 0.8546 mean
                     	1.756	1.604	1.675	1.863	0.8736	0.9103	2.039	2.281	1.24	1.301	4.867	4.873	4.32	4.209	 | 2.851 quantile
                      	3.559	5.999	6.102	7.184	2.891	3.081	7.335	7.207	3.152	2.868	12.77	12.87	9.117	8.845	 | 12.87 max

train losses      1:	0.7153	0.5617	0.5178	0.5425	0.3449	0.3405	0.7011	0.7392	0.4624	0.4799	1.547	1.568	1.451	1.445	
train losses      2:	0.6746	0.5203	0.4266	0.4633	0.3425	0.3293	0.6761	0.7197	0.4629	0.4643	1.51	1.533	1.434	1.436	
train losses      3:	0.6661	0.4971	0.3711	0.376	0.3426	0.3269	0.5887	0.6267	0.459	0.4674	1.381	1.4	1.411	1.413	
train losses      4:	0.6492	0.4723	0.333	0.3226	0.3441	0.325	0.5299	0.5331	0.45	0.4582	1.276	1.295	1.374	1.377	
train losses      5:	0.6592	0.4451	0.3156	0.2991	0.3367	0.3239	0.4901	0.479	0.4466	0.4528	1.231	1.248	1.325	1.332	
train losses      6:	0.6471	0.4181	0.293	0.2786	0.3314	0.3233	0.4417	0.4335	0.4434	0.4493	1.2	1.22	1.28	1.285	
train losses      7:	0.6337	0.3983	0.2679	0.26	0.3309	0.3229	0.4061	0.4092	0.4432	0.4487	1.179	1.199	1.261	1.261	
train losses      8:	0.6352	0.386	0.2558	0.2516	0.3308	0.3228	0.3888	0.3974	0.4422	0.4488	1.153	1.171	1.243	1.24	
train losses      9:	0.6319	0.3749	0.2468	0.2429	0.3302	0.3223	0.3809	0.3875	0.4404	0.4456	1.13	1.148	1.23	1.228	
train losses     10:	0.6133	0.3655	0.2408	0.238	0.3299	0.3217	0.3729	0.38	0.4392	0.4449	1.11	1.127	1.217	1.215	

val losses       10:	0.6169	0.3547	0.2275	0.2262	0.3168	0.3072	0.3887	0.3959	0.4194	0.436	1.312	1.332	1.445	1.428	 | 0.6576 mean
                     	1.524	0.9726	0.6171	0.6299	0.83	0.8111	1.027	1.064	1.161	1.157	3.821	3.677	3.825	3.781	 | 2.38 quantile
